143426640,120.936,-15.0081,1908.26,-0.213819,0.737684,-0.617792,0.168632
143426640,120.936,-15.0081,1908.26,-0.213819,0.737684,-0.617792,0.168632
143426641,151.064,-168.849,1907.06,0.236464,-0.637905,0.720362,-0.135056
143426640,120.936,-15.0081,1908.26,-0.213819,0.737684,-0.617792,0.168632
143426641,151.064,-168.849,1907.06,0.236464,-0.637905,0.720362,-0.135056
143426641,141.754,-292.037,1885.96,0.157887,-0.62419,0.761143,-0.0782285
143426640,120.936,-15.0081,1908.26,-0.213819,0.737684,-0.617792,0.168632
143426641,151.064,-168.849,1907.06,0.236464,-0.637905,0.720362,-0.135056
143426641,141.754,-292.037,1885.96,0.157887,-0.62419,0.761143,-0.0782285
143426641,109.913,-478.192,1859,0.163652,-0.561141,0.808748,-0.0653151
143426640,120.936,-15.0081,1908.26,-0.213819,0.737684,-0.617792,0.168632
143426641,151.064,-168.849,1907.06,0.236464,-0.637905,0.720362,-0.135056
143426641,141.754,-292.037,1885.96,0.157887,-0.62419,0.761143,-0.0782285
143426641,109.913,-478.192,1859,0.163652,-0.561141,0.808748,-0.0653151
143426641,125.994,-445.567,1835.94,0.662138,-0.386967,0.440823,0.466374
143426640,120.936,-15.0081,1908.26,-0.213819,0.737684,-0.617792,0.168632
143426641,151.064,-168.849,1907.06,0.236464,-0.637905,0.720362,-0.135056
143426641,141.754,-292.037,1885.96,0.157887,-0.62419,0.761143,-0.0782285
143426641,109.913,-478.192,1859,0.163652,-0.561141,0.808748,-0.0653151
143426641,125.994,-445.567,1835.94,0.662138,-0.386967,0.440823,0.466374
143426641,148.145,-410.842,1717.27,0.552899,-0.128738,0.352517,0.743949
143426640,120.936,-15.0081,1908.26,-0.213819,0.737684,-0.617792,0.168632
143426641,151.064,-168.849,1907.06,0.236464,-0.637905,0.720362,-0.135056
143426641,141.754,-292.037,1885.96,0.157887,-0.62419,0.761143,-0.0782285
143426641,109.913,-478.192,1859,0.163652,-0.561141,0.808748,-0.0653151
