144250338,137.075,-33.6215,1929.12,0.0116741,0.723543,-0.688688,0.0453587
144250338,137.075,-33.6215,1929.12,0.0116741,0.723543,-0.688688,0.0453587
144250338,146.751,-188.745,1941.97,-0.00431263,-0.604822,0.794982,-0.0466379
144250338,137.075,-33.6215,1929.12,0.0116741,0.723543,-0.688688,0.0453587
144250338,146.751,-188.745,1941.97,-0.00431263,-0.604822,0.794982,-0.0466379
144250338,113.3,-308.593,1949.86,-0.13189,-0.497836,0.856978,-0.0187817
144250338,137.075,-33.6215,1929.12,0.0116741,0.723543,-0.688688,0.0453587
144250338,146.751,-188.745,1941.97,-0.00431263,-0.604822,0.794982,-0.0466379
144250338,113.3,-308.593,1949.86,-0.13189,-0.497836,0.856978,-0.0187817
144250339,24.8974,-470.002,1996.23,-0.129959,-0.427509,0.894141,-0.0292979
144250338,137.075,-33.6215,1929.12,0.0116741,0.723543,-0.688688,0.0453587
144250338,146.751,-188.745,1941.97,-0.00431263,-0.604822,0.794982,-0.0466379
144250338,113.3,-308.593,1949.86,-0.13189,-0.497836,0.856978,-0.0187817
144250339,24.8974,-470.002,1996.23,-0.129959,-0.427509,0.894141,-0.0292979
144250339,34.0627,-448.83,1960.12,0.50079,-0.135775,0.717816,0.464237
144250338,137.075,-33.6215,1929.12,0.0116741,0.723543,-0.688688,0.0453587
144250338,146.751,-188.745,1941.97,-0.00431263,-0.604822,0.794982,-0.0466379
144250338,113.3,-308.593,1949.86,-0.13189,-0.497836,0.856978,-0.0187817
144250339,24.8974,-470.002,1996.23,-0.129959,-0.427509,0.894141,-0.0292979
144250339,34.0627,-448.83,1960.12,0.50079,-0.135775,0.717816,0.464237
144250339,-23.6141,-415.084,1854.53,0.440167,0.629526,0.463706,0.441505
144250338,137.075,-33.6215,1929.12,0.0116741,0.723543,-0.688688,0.0453587
144250338,146.751,-188.745,1941.97,-0.00431263,-0.604822,0.794982,-0.0466379
144250338,113.3,-308.593,1949.86,-0.13189,-0.497836,0.856978,-0.0187817
144250339,24.8974,-470.002,1996.23,-0.129959,-0.427509,0.894141,-0.0292979
144250339,34.0627,-448.83,1960.12,0.50079,-0.135775,0.717816,0.464237
144250339,-23.6141,-415.084,1854.53,0.440167,0.629526,0.463706,0.441505
144250339,19.8922,-180.159,1890.2,0.236025,0.759602,0.185287,0.577032
144250338,137.075,-33.6215,1929.12,0.0116741,0.723543,-0.688688,0.0453587
144250338,146.751,-188.745,1941.97,-0.00431263,-0.604822,0.794982,-0.0466379
144250338,113.3,-308.593,1949.86,-0.13189,-0.497836,0.856978,-0.0187817
144250339,24.8974,-470.002,1996.23,-0.129959,-0.427509,0.894141,-0.0292979
144250339,34.0627,-448.83,1960.12,0.50079,-0.135775,0.717816,0.464237
144250339,-23.6141,-415.084,1854.53,0.440167,0.629526,0.463706,0.441505
144250339,19.8922,-180.159,1890.2,0.236025,0.759602,0.185287,0.577032
144250339,73.7031,-67.8612,2050.2,0.710767,0.191653,-0.340052,0.585187
144250338,137.075,-33.6215,1929.12,0.0116741,0.723543,-0.688688,0.0453587
144250338,146.751,-188.745,1941.97,-0.00431263,-0.604822,0.794982,-0.0466379
144250338,113.3,-308.593,1949.86,-0.13189,-0.497836,0.856978,-0.0187817
144250339,24.8974,-470.002,1996.23,-0.129959,-0.427509,0.894141,-0.0292979
144250339,34.0627,-448.83,1960.12,0.50079,-0.135775,0.717816,0.464237
144250339,-23.6141,-415.084,1854.53,0.440167,0.629526,0.463706,0.441505
144250339,19.8922,-180.159,1890.2,0.236025,0.759602,0.185287,0.577032
144250339,73.7031,-67.8612,2050.2,0.710767,0.191653,-0.340052,0.585187
144250340,73.242,-10.0543,2111.38,0.866816,0.295383,-0.255177,0.310264
144250338,137.075,-33.6215,1929.12,0.0116741,0.723543,-0.688688,0.0453587
144250338,146.751,-188.745,1941.97,-0.00431263,-0.604822,0.794982,-0.0466379
144250338,113.3,-308.593,1949.86,-0.13189,-0.497836,0.856978,-0.0187817
144250339,24.8974,-470.002,1996.23,-0.129959,-0.427509,0.894141,-0.0292979
144250339,34.0627,-448.83,1960.12,0.50079,-0.135775,0.717816,0.464237
144250339,-23.6141,-415.084,1854.53,0.440167,0.629526,0.463706,0.441505
144250339,19.8922,-180.159,1890.2,0.236025,0.759602,0.185287,0.577032
144250339,73.7031,-67.8612,2050.2,0.710767,0.191653,-0.340052,0.585187
144250340,73.242,-10.0543,2111.38,0.866816,0.295383,-0.255177,0.310264
144250340,137.212,26.5132,2170.48,0.866816,0.295383,-0.255177,0.310264
144250338,137.075,-33.6215,1929.12,0.0116741,0.723543,-0.688688,0.0453587
144250338,146.751,-188.745,1941.97,-0.00431263,-0.604822,0.794982,-0.0466379
144250338,113.3,-308.593,1949.86,-0.13189,-0.497836,0.856978,-0.0187817
144250339,24.8974,-470.002,1996.23,-0.129959,-0.427509,0.894141,-0.0292979
144250339,34.0627,-448.83,1960.12,0.50079,-0.135775,0.717816,0.464237
144250339,-23.6141,-415.084,1854.53,0.440167,0.629526,0.463706,0.441505
144250339,19.8922,-180.159,1890.2,0.236025,0.759602,0.185287,0.577032
144250339,73.7031,-67.8612,2050.2,0.710767,0.191653,-0.340052,0.585187
144250340,73.242,-10.0543,2111.38,0.866816,0.295383,-0.255177,0.310264
144250340,137.212,26.5132,2170.48,0.866816,0.295383,-0.255177,0.310264
144250340,137.544,-24.4085,2150.44,0.409655,0.794766,0.12086,0.431189
144250338,137.075,-33.6215,1929.12,0.0116741,0.723543,-0.688688,0.0453587
